OBJECTID,NameplateC,OperatingM,OperatingY,Shape__Area,Shape__Length
667,4.5,12,2019,469594.941833496,2625.71695108845
668,0,7,2015,199920.100364685,1766.66646980928
669,0,7,2015,46794.269821167,890.719921603404
670,0,6,2015,160265.653633118,1674.28860144152
671,0,9,2014,478402.654556274,3127.48951551362
672,2.9,12,2016,124374.826423645,1500.29393480965
673,2.9,12,2016,71417.5182495117,2092.53845356099
674,0,4,2017,336505.934738159,2510.01578216623
675,0,10,2021,780924.429855347,5833.21564927929
676,1,3,2023,154858.989990234,2124.90966827702
677,0,9,2014,818015.919876099,3947.73637974871
678,0,11,2013,559588.376625061,3118.09948972527
679,0,6,2015,190510.778427124,1813.80480513608
680,0,10,2021,249547.341201782,2896.95970091314
681,0,10,2021,306737.791137695,3812.19693841829
682,0,5,2017,373422.024482727,2678.91050620083
683,0,5,2017,110916.973167419,1602.04496376889
684,2.4,11,2016,306381.124160767,2997.28885268462
685,0,8,2013,74401.572052002,1476.45300054131
686,0,9,2014,6709.6625213623,356.178514542353
687,0,9,2014,51937.5947723389,1159.4721064353
688,0,9,2014,9536.40270996094,457.614072346672
689,0,9,2014,26002.0019683838,900.999318142753
690,0,8,2013,61230.9839782715,1511.41087571678
691,0,6,2015,116841.30027771,1295.4707699686
692,0.5,12,2013,241694.925506592,2144.46923643444
693,4.8,8,2012,551610.541748047,5490.81824639675
694,0,8,2012,410861.347198486,3330.99469660808
695,1.6,12,2019,415673.313446045,2750.08805102577
696,1.6,12,2019,72160.2908325195,1562.72055993973
697,4.5,12,2016,41868.6592102051,974.878587303602
698,4.5,12,2016,187620.191101074,2212.95609429057
699,4.5,12,2016,56390.9902038574,1121.61658177907
700,4.5,12,2016,141090.399475098,1529.56685242298
701,4.5,12,2016,125899.189178467,2001.88529404283
702,4.5,12,2016,204975.559448242,1875.59632489245
703,4.5,12,2016,123632.947265625,1820.13893976519
704,1.5,12,2013,263806.567260742,2077.56673391514
705,0,4,2017,95991.9781799316,1403.75914898527
706,2,4,2017,68768.8077392578,1232.90137914203
707,0,4,2017,68430.1748046875,1401.64156891539
708,0,4,2017,52412.7280273438,1130.86211457933
709,0,5,2018,539746.19732666,3028.0429729612
710,0,5,2018,196186.435714722,2265.28537855647
711,2,6,2014,421748.136322021,3253.534470273
712,1,12,2010,172158.660873413,1707.59673230085
713,0,7,2013,35115.5422363281,959.788237807636
714,1.1,7,2013,19688.165435791,678.680045375881
715,0,7,2013,48059.4395446777,1103.31663204972
716,1.1,7,2013,128131.395797729,1610.69427650807
717,5,4,2017,593646.990432739,3476.93211151254
718,2,3,2021,375422.992889404,2646.53744706234
719,3.2,12,2012,559875.680999756,3358.2745196616
720,0,7,2014,531579.133209229,3483.35927997535
721,0,10,2020,66405.2453918457,1403.27539480203
722,2,10,2020,237610.61529541,2415.07267630655
723,2,10,2020,236770.244277954,3157.62601095815
724,0,9,2014,314855.517242432,3231.28601962207
725,2.9,9,2014,721148.729797363,3806.67652033507
726,4.5,6,2017,766046.363800049,5281.57875363559
727,0,12,2020,498039.252456665,3444.97823382078
728,2,5,2014,226758.504959106,1972.17503948616
729,0,5,2014,114810.024185181,1730.51271652323
730,3,12,2019,708865.333969116,3913.16814292693
731,1.6,5,2017,176630.932846069,2071.7966095252
732,1.5,4,2014,210374.039245605,3065.16016045037
733,0,4,2017,103649.625305176,1590.32179657418
734,0,4,2017,61018.9905548096,1216.15957773254
735,1.8,3,2016,294716.471313477,2430.33584945866
736,0,6,2010,16665.2317199707,563.897166390326
737,1.7,7,2017,363426.823165894,3222.60985657903
738,0,2,2016,151501.948852539,1734.3292256368
739,3,2,2016,359487.410461426,2514.85204094033
740,1.2,6,2012,73361.9873809814,1308.84518908497
741,1.2,6,2012,157532.295089722,1578.81164047493
742,1,8,2017,35329.6555786133,707.784995204801
743,1,8,2017,144695.280136108,2230.61350394998
744,2,6,2017,148813.577774048,2172.9216306801
745,2,6,2017,6627.45539855957,375.535241795676
746,2,6,2017,67500.7927398682,1310.51381872934
747,2,6,2017,40570.975189209,967.536759394019
748,0,4,2023,139314.664291382,1416.3173735782
749,2.4,4,2014,464993.980163574,2917.87064970731
750,0,8,2017,697794.582794189,4327.25786607422
751,0,4,2013,37586.80909729,780.194187095359
752,5,2,2020,737287.534820557,4898.23118257439
753,0,5,2023,855367.543266296,4353.22931740578
754,1,12,2014,192414.48236084,1727.08957757592
755,3.8,11,2017,800165.448745728,4473.84370550996
756,3.8,11,2017,80362.8852844238,1296.33612311187
757,3.8,11,2017,71416.955368042,1182.02785886874
758,5,8,2012,520312.157012939,3891.13608658927
759,0,4,2018,321435.482192993,2438.31765784077
760,4.9,8,2017,1268385.51855469,5456.88016049946
761,2.5,10,2013,544789.433624268,4824.43018418934
762,0,9,2014,146205.390838623,1767.45523282206
763,0,9,2014,195044.535140991,3770.84936484312
764,1.5,6,2017,218163.743560791,2184.94278624573
765,1.5,6,2017,51133.6356201172,994.133588322071
766,2,7,2014,405612.432220459,2659.86184116667
767,0,8,2013,315526.922714233,2481.9478220111
768,0,10,2021,280471.114517212,2300.98012393836
769,0,11,2017,525394.477172852,3282.66805139075
770,2.3,11,2017,134403.127059937,1854.7036143885
771,0,11,2017,19430.6091918945,1132.32558236526
772,0,11,2017,5266.39804077148,374.132736335125
773,0,11,2017,6261.44142150879,482.174446792047
774,0,11,2017,6482.44969177246,441.949367946917
775,0,11,2017,9634.34898376465,543.140758478662
776,0,11,2017,2159.92280578613,233.796826261446
777,0,11,2017,1707.4561920166,180.567447223344
778,0,11,2017,422.548110961914,103.963890560537
779,2.3,11,2017,47983.5961608887,1188.20979442928
780,2.3,11,2017,87145.028427124,2023.21589774744
781,2.3,11,2017,22923.1940765381,903.496905117107
782,0,11,2017,3701.69407653809,298.54529254416
783,2.3,11,2017,8098.03460693359,418.598210766686
784,2.3,11,2017,579.18196105957,98.1945300849743
785,2.3,11,2017,2591.09413146973,268.238204617117
786,2.3,11,2017,6814.90281677246,418.664069179094
787,2.3,11,2017,8633.06369018555,706.185024651759
788,0,11,2017,6132.63478088379,406.509346939757
789,0,11,2017,8808.20111083984,493.902574622581
790,0,11,2017,4613.92613220215,317.201392532647
791,2.3,11,2017,19363.281829834,1104.16204971279
792,0,11,2017,10454.5854034424,640.563308663857
793,0,11,2017,7027.99005126953,346.89312736799
794,2.3,11,2017,94351.3388977051,2701.52738117529
795,2.3,11,2017,18939.7218017578,668.112379535838
796,2.3,11,2017,8062.59852600098,367.644142251352
797,2.3,11,2017,9009.91276550293,362.920254298053
798,0,6,2013,347178.412506104,2650.65640442199
799,1.6,10,2013,156990.493774414,2597.917337455
800,1.6,10,2013,141986.774108887,2406.31092313068
801,1.4,3,2023,175370.785705566,2182.95608408177
802,0,9,2017,111026.923599243,1489.22911567094
803,0,9,2017,130137.375671387,1599.22404817131
804,0,2,2018,194332.884078979,2085.05543330347
805,0,2,2018,345193.133575439,2462.1437102455
806,0,2,2018,317667.701477051,2711.69028481804
807,0,2,2021,37677.3108901978,1045.22634807357
808,0,2,2021,262593.698760986,2170.19121822433
809,0,2,2021,189224.825134277,1892.05849036991
810,2,12,2013,126633.344596863,1425.28348698224
811,2,12,2013,241665.027572632,2713.48499308533
812,1.5,1,2017,120726.1484375,1941.19237516715
813,1.5,1,2017,2679.23738861084,306.884782616639
814,1.5,1,2017,142730.987487793,2210.32969568363
815,0,1,2017,184371.073768616,1940.77505019022
816,2.5,12,2012,33140.2391433716,947.666246791755
817,2.5,12,2012,6787.60916900635,318.15258505795
818,0,12,2012,53453.9118118286,1191.79888402759
819,2.5,12,2012,131130.502113342,2076.35483201428
820,2.5,12,2012,227315.107467651,2210.48227613279
821,0,2,2019,446034.937522888,3360.50423223484
822,2.2,12,2012,448698.934928894,3863.95610559124
823,2.2,12,2012,7355.67611694336,356.748012121771
824,2.2,12,2012,17313.3662490845,666.876213159358
825,0,1,2016,95973.2533035278,1248.36542455297
826,0,10,2021,278951.302215576,2749.70507191243
827,3,6,2014,609824.052429199,3522.5139615307
828,3,7,2013,278262.269630432,2329.52051720265
829,3,7,2013,359852.065734863,3018.72814736658
830,3,4,2017,498202.358833313,2993.77100632728
831,0,12,2015,314042.847213745,2406.55035353631
832,0,4,2013,127299.773399353,1856.30665797985
833,0,4,2013,467957.67326355,3955.61786532462
834,2,12,2017,410376.061897278,3155.71359041311
835,3.1,7,2017,391771.611053467,2644.44223958517
836,3.1,7,2017,360276.105522156,2321.91621417443
837,0,5,2016,152597.764762878,1870.09295935447
838,0,1,2016,191029.430725098,1802.75140458064
839,0,9,2014,176868.340629578,1820.41882649316
840,0,9,2014,567273.817146301,3361.51333724163
841,0,3,2020,312183.138793945,2624.19961086143
842,0,3,2020,284762.61428833,2312.97976549938
843,0,3,2020,622876.312973022,4470.59065145199
844,3,8,2022,368000.956230164,2945.35788039911
845,3,8,2022,131763.759735107,1435.63254230692
846,3,8,2022,213898.738761902,3193.42648424685
847,0,8,2016,363992.416046143,2882.60437362976
848,0,7,2017,360087.746269226,3778.48530256182
849,0,12,2018,214937.001976013,2048.66601841143
850,0,12,2018,501218.090179443,4419.45228664179
851,0,12,2018,630932.110710144,3585.64989170488
852,0,8,2016,239340.04447937,1922.8999822686
853,0,8,2016,50643.321395874,902.327908536274
854,0,8,2016,264832.082344055,2703.26326658954
855,4.6,5,2015,1012840.85507965,4410.05828665925
856,0,2,2013,252703.64540863,3028.04561338545
857,2,6,2012,417625.469894409,3599.67336932164
858,1,7,2012,213629.047355652,2115.00233025907
859,0,6,2022,56873.1804656982,1011.04429162327
860,0,6,2022,269334.295562744,2683.10507173543
861,1,7,2022,232236.174942017,2929.2475304329
862,6.3,4,2014,648974.475959778,3841.3309479894
863,0,4,2014,165566.946273804,1771.63991461561
864,6.3,4,2014,411208.031776428,3247.80932367627
865,0,6,2017,548203.915969849,3078.93685530729
866,0,6,2020,241173.13948822,2991.68158692
867,1.5,8,2014,306425.784996033,2291.01667809598
868,0,3,2013,525972.825065613,3403.37196447154
869,1.6,3,2011,308837.168655396,2279.08543085686
870,0,3,2015,381103.166679382,2862.46840627766
871,0,3,2015,164549.158172607,2155.20397825734
872,1.9,7,2018,214649.298538208,1827.37928072032
873,1.9,7,2018,170684.216659546,1856.93661344611
874,1.9,7,2018,409315.39176178,2894.26921711403
875,0,6,2020,1414590.25186157,4947.61485151998
876,0,3,2015,592864.886627197,3322.27574570033
877,2.9,9,2021,206180.568855286,1844.30502213106
878,2.9,9,2021,229746.415252686,2111.15792418694
879,0,10,2021,232599.825813293,2813.98734961515
880,0,10,2021,90383.9822845459,1194.72959479729
881,0,9,2020,198277.864463806,1826.40474029764
882,0,9,2020,162808.76285553,1642.38033608681
883,1.6,5,2017,330743.616767883,2349.14257506184
884,0,4,2017,655863.972434998,3419.15549579026
885,4.8,12,2018,599682.076461792,3482.35113945464
886,4.8,12,2018,128108.24559021,1516.98011127331
887,0,4,2021,102686.744338989,1505.22433176914
888,0,6,2020,44009.5171890259,824.145732957238
889,0,6,2020,68598.4418487549,1846.59609172647
890,0,6,2020,64364.9158401489,1000.4265004592
891,0,6,2020,228302.217735291,2910.99295011271
892,0,6,2020,328707.065620422,3938.75689821779
893,2.6,4,2013,351285.695007324,2372.20089082011
894,0,3,2015,173505.614624023,2277.27813383978
895,2.6,3,2015,388454.880958557,3153.52883782702
896,1.9,10,2019,380083.460113525,4894.3089737644
897,0,9,2014,180459.177482605,2406.35593223033
898,0,8,2016,756368.984825134,4004.69380755014
899,4.5,3,2015,191051.861633301,1773.68021264866
900,0,9,2014,748810.669090271,3784.04207897522
901,3.5,12,2013,810946.639480591,3906.32912674394
902,2.7,2,2020,175484.017608643,1819.22914290892
903,2.7,2,2020,240621.557037354,1976.44362082755
904,0,4,2017,55519.8434524536,963.834580542413
905,0,10,2018,315725.233322144,2287.69474482952
906,0,1,2023,990325.292488098,4881.30916021524
907,2.7,12,2018,370398.963859558,2633.79000961203
908,3,12,2013,616273.12677002,3153.23752556279
909,2.4,12,2017,391650.974868774,3840.89408723024
910,0,5,2022,71472.7421112061,1463.32640510031
911,0,5,2022,259547.937149048,2328.56137264581
912,1.6,12,2020,275304.700042725,2523.1016508204
913,0,3,2023,100614.485015869,1287.15876657966
914,0,3,2023,200861.362640381,1902.21295762952
915,0,4,2017,269001.670227051,3010.29860494732
916,0,5,2016,349485.591278076,3211.79163250106
917,0,10,2016,173721.70803833,1620.24982599642
918,0,10,2013,343887.03843689,2519.5625681534
919,0,10,2013,570879.646881104,3315.14948504032
920,0,4,2017,138904.410171509,1620.68607917337
921,0,4,2017,327967.518936157,3031.83258351874
922,0,4,2017,334216.101394653,2464.85142053646
923,0,9,2020,468200.775650024,3780.13840605497
924,0,3,2015,427927.53453064,3079.07947661325
925,0,7,2014,901086.610351563,4226.87025440902
926,0,8,2015,279226.627822876,2573.29540868026
927,0,8,2015,209906.129455566,2135.38064842111
928,0,5,2016,97569.5352783203,1518.0972163612
929,0,5,2016,207039.245178223,2798.64883126052
930,0,5,2016,97751.1457519531,1478.54149610166
931,0,5,2016,105376.642227173,1471.00351492879
932,1,9,2018,51029.7721862793,909.594586171226
933,1,9,2018,61890.8647003174,995.800126192787
934,1,9,2018,50658.6937561035,911.835340786793
935,0,2,2018,110430.670227051,1624.66625778053
936,5,12,2013,534057.740509033,3654.65650151893
937,1.5,5,2017,15499.7480010986,500.38544240744
938,1.5,5,2017,126622.627578735,1546.23780262952
939,2,5,2019,360395.308441162,3063.12463729257
940,0,5,2015,135710.380828857,1632.37545433861
941,0,4,2017,189935.213096619,2632.65706781295
942,0,10,2016,155992.094421387,1504.19094859826
943,0,4,2017,281304.398841858,3076.30560006581
944,0,10,2021,433403.393722534,3539.04875516602
945,0,11,2021,223783.54258728,1838.88306096512
946,5,11,2021,434141.853363037,2568.04819044336
947,5,11,2021,188109.273986816,2161.18372062515
948,5,11,2021,438805.664001465,3196.94985005044
949,2,9,2016,215293.487686157,1922.89059631731
950,2,9,2016,176102.971481323,1693.81603690113
951,2,9,2016,901928.303955078,3930.42482603939
952,4.8,10,2021,1701824.79084778,5993.18428462412
953,3.3,11,2021,1126305.56851196,4287.86712523401
954,3.3,11,2021,1037697.69255066,5504.39380542434
955,4.1,7,2012,1546614.56278992,5175.30186870151
956,0,2,2018,190911.368545532,1937.71652195065
957,0,2,2018,253595.909080505,2368.34501202998
958,0,3,2012,114625.910896301,1444.77693937374
959,2,3,2021,378739.523757935,2859.12802836052
960,2.3,6,2014,248087.16242981,2112.69189715825
961,0,10,2021,753424.811752319,3799.2113482186
962,0,10,2021,411506.275360107,3688.54916330245
963,1,12,2018,166193.336303711,1886.16321249186
964,1.5,12,2018,237848.068466187,2810.9006487828
965,1.5,12,2018,218064.814453125,1952.91865043792
966,0,5,2023,35832.5156707764,1140.84222924436
967,4,12,2018,653995.479721069,3722.1886733405
968,0,5,2016,219713.624221802,1875.26199360747
969,0,5,2016,216789.453735352,1862.76394813578
970,0,6,2014,1079768.10258484,4900.78668331383
971,0,5,2023,197828.972900391,1967.23539133027
972,0,2,2018,111883.697158813,1367.85604769995
973,0,10,2016,178652.760131836,1694.08857965705
974,0,10,2016,72969.0836486816,1503.86983094778
975,0,10,2016,155543.530441284,1935.69476858481
976,0,10,2016,232509.95664978,2213.41626878931
977,0,10,2016,120082.77015686,1392.41338907049
978,0,5,2024,1364405.05081177,5110.10025666144
979,0,10,2016,98612.2578735352,1365.06057458051
980,0.5,7,2017,168881.757293701,1773.2738652495
981,0.5,7,2017,217389.40184021,2045.16020774479
982,0,5,2016,195363.761505127,1880.20378665988
983,1.2,6,2017,30274.1811981201,693.926172067145
984,0,6,2017,63689.1538848877,1431.79085649275
985,0,6,2017,94167.6496582031,1223.88949494299
986,3.1,10,2023,394634.204154968,3050.07448020891
987,3.5,5,2014,659057.080352783,3414.73409242575
988,3,4,2017,212384.110488892,2086.84610704402
989,1.5,9,2021,73276.5522003174,1173.50753595482
990,1.5,9,2021,177269.351493835,3003.49711841389
991,3,4,2017,320960.975814819,2570.66730113578
992,0,10,2021,683710.893547058,4066.55057205924
993,1.5,9,2014,279576.619430542,3109.04301084089
994,0,10,2021,528514.93397522,3547.90004053805
995,4,9,2014,322335.898971558,3255.17421771273
996,0,9,2014,153073.175956726,1549.79520803826
997,0,9,2014,115928.503410339,1384.42000311551
998,0,8,2012,193236.464447021,1774.70481587561
999,0,6,2014,146172.815414429,2342.55876138604
1000,0,6,2014,203456.978469849,2550.74042728453
1001,0,6,2014,753640.796386719,6421.00973710825
1002,5,9,2014,1186420.90447998,4706.28063805876
1003,0,8,2014,898121.079818726,4864.4190369207
1004,1,9,2014,54086.7034759521,1146.35735422885
1005,1,9,2014,95994.3309783936,1299.16883596236
1006,1,9,2014,49926.8994445801,1475.31198141416
1007,0,9,2021,359148.410110474,2647.02299293534
1008,0,3,2012,46672.801940918,907.186648015461
1009,25,12,2022,25589.651184082,670.570939221634
1010,0,6,2017,101504.252838135,1659.6368169773
1011,0,4,2017,418944.49319458,2961.2334733538
1012,0,5,2023,42025.3005981445,961.33668036046
1013,0,5,2023,25001.7245788574,800.16836019072
1014,0,5,2023,53626.2879180908,1422.52292172664
1015,0,5,2023,42085.7456970215,1118.34945631766
1016,0,5,2024,194410.179275513,3225.84113201328
1017,0,5,2024,22845.2503509521,769.726260728805
1018,0,10,2020,125147.710479736,2511.85899559486
1019,0,4,2018,85388.8785400391,1262.82956968724
1020,0,10,2021,306947.512237549,3143.22079074059
1021,0,4,2018,109893.258331299,1782.9385416747
1022,0,7,2014,40307.361038208,974.817646889225
1023,0,7,2014,86517.6000213623,1331.70216505699
1024,0,6,2015,109334.877471924,1364.32177747362
1025,0,4,2018,34853.174621582,736.871115008199
1026,0,8,2013,16494.4487457275,574.844446412881
1027,0,8,2013,26371.5023651123,744.174386052029
1028,0,4,2017,31437.7866516113,772.941080089234
1029,0,6,2019,83146.1061096191,1699.13216573688
1030,0,6,2019,96626.7133178711,1474.7637118148
1031,0,4,2017,34277.5437469482,1079.85198573973
1032,0,4,2017,67783.2534637451,1581.20449106706
1033,0,7,2014,116379.203414917,1431.22593845228
1034,0,10,2021,135604.180175781,1863.56101098915
1035,0,4,2017,127297.615814209,1457.3974418615
1036,0,4,2017,57940.2353515625,1110.58369663953
1037,0,4,2017,146981.447921753,1839.67335849961
1038,0,4,2017,167211.32951355,1857.15339036369
1039,0,4,2017,79881.5608978271,1189.53446527523
1040,0,4,2016,64313.0665283203,1459.66296104833
1041,0,10,2020,98123.3635559082,1689.89522168599
1042,0,4,2017,51186.0544128418,1124.04671421367
1043,0,4,2017,57975.4546203613,1276.04454488006
1044,0,10,2021,496632.193237305,3386.02828246152
1045,0,8,2013,8558.42144775391,414.790686919492
1046,0,5,2015,159721.775245667,1622.05256610271
1047,0,8,2016,78040.1004753113,1155.17060276052
1048,0,9,2017,177348.887104034,1744.95757114489
1049,0,9,2013,96818.3507518768,1374.72864549822
1050,0,9,2017,95933.7816925049,1236.42654724617
1051,0,9,2017,93471.140838623,1641.13520068378
1052,0,4,2016,85446.4950256348,1627.95390816414
1053,0,9,2018,87290.2184371948,1694.53773294595
1054,0,5,2024,272849.396684647,2390.27546576999
1055,0,9,2017,135445.737953186,1993.89298911855
1056,0,9,2017,129855.148509979,2121.46166114929
1057,0,9,2017,146142.228282928,1775.18173081569
1058,0,9,2017,92874.6675109863,1327.70504557735
1059,0,12,2016,163460.997879028,1733.48898288671
1060,0,6,2023,537566.060317993,3859.85938484071
1061,0,9,2017,221241.943809509,2436.89344753184
1062,0,5,2015,26241.8632965088,668.913075329411
1063,0,10,2018,28566.4890518188,796.553559426554
1064,0,9,2017,66709.219833374,1339.97106241943
1065,0,7,2018,437784.590538025,3899.81096771373
1066,0,4,2016,15165.7815856934,526.612543665002
1067,0,4,2017,125461.254043579,1405.88481591367
1068,0,4,2011,37529.3139877319,888.223044643461
1069,0,10,2021,640536.645973206,4680.33046607027
1070,0,9,2017,70873.2564315796,1094.74210827516
1071,0,9,2017,76836.3962860107,1259.91079749309
1072,0,6,2017,52850.2458953857,980.40243077852
1073,0,6,2017,216634.988983154,2706.55280861404
1074,0,5,2016,66995.2702713013,1139.8818936423
1075,0,4,2017,201515.889915466,2771.0326737771
1076,0,8,2016,509769.509307861,4962.06348448218
1077,0,4,2017,34570.5309524536,809.203392927341
1078,0,4,2017,194116.325065613,2260.16995496901
1079,0,4,2017,115110.269966125,1705.1874702317
1080,0,8,2013,177992.518714905,3431.21076321609
1081,0,8,2013,146936.223892212,1666.15939963622
1082,0,4,2017,83864.8150939941,1435.86900948628
1083,0,6,2015,104838.945114136,1377.79235477133
1084,0,6,2015,49404.6324768066,1462.07854009903
1085,0,4,2017,178639.412338257,2925.86100924503
1086,0,4,2018,123478.51260376,2480.5497367361
1087,0,7,2014,352745.266426086,3293.82968935363
1088,0,4,2016,74448.2553482056,1323.67062036151
1089,0,7,2014,326116.676101685,2534.11338509628
1090,0,7,2014,71608.9393692017,1569.88868382893
1091,0,2,2020,350752.807395935,3743.96883201153
1092,0,5,2017,308562.778211594,3394.24927814901
1093,0,2,2020,176290.052150726,1790.15065470014
1094,0,5,2023,453635.661727905,4026.04850651145
1095,0,5,2023,230977.898910522,1990.79915339625
1096,0,9,2017,214132.467006683,2446.16500240823
1097,0,9,2017,83221.4374237061,1343.85549749285
1098,0,9,2017,261284.243022919,2173.79819640992
1099,0,9,2017,97349.3096199036,1302.26890253562
1100,0,7,2020,1272748.28835678,6058.01333301805
1101,0,7,2014,290649.596443176,2720.98328221393
1102,0,9,2017,20152.1844005585,705.275150832675
1103,0,9,2017,134222.707870483,1843.73177360226
1104,0,4,2016,149621.79057312,1786.14380167423
1105,0,4,2016,141537.678974152,1691.43171626413
1106,0,10,2020,185817.188606262,1852.00215428343
1107,0,6,2018,416820.984971046,3081.56603301415
1108,0,6,2018,355187.45870018,2792.835387635
1109,0,5,2017,149998.640846252,1680.03910798665
1110,0,5,2017,116915.721366882,1620.11156911913
1111,0,3,2012,58189.9993839264,1120.03207138784
1112,0,8,2016,116260.008491516,1895.31735637232
1113,0,5,2015,393820.034107208,3332.32220820975
1114,0,9,2017,140396.401832581,1640.86050311749
1115,0,9,2017,173380.900653839,1696.58546505507
1116,0,9,2017,184365.056549072,1874.92153792188
1117,0,9,2018,87174.1322860718,1307.17458667852
1118,0,7,2014,7737.81077575684,444.523347756025
1119,0,7,2014,20125.0082550049,619.390021369491
1120,0,7,2014,55038.458366394,1240.33330920262
1121,0,9,2019,139425.809680939,2184.96176496697
1122,0,9,2019,284878.863880157,2774.82959940966
1123,0,9,2017,109780.502346039,1636.86831301721
1124,0,9,2017,84688.7880477905,1777.25624348107
1125,0,4,2016,21089.0188217163,661.416070863018
1126,0,4,2016,43966.5897750854,1150.44276141015
1127,0,4,2016,130187.500221252,2264.785616107
1128,0,4,2016,13894.6758575439,562.026572636354
1129,0,4,2016,20504.0628356934,720.4284888565
1130,0,9,2017,61351.8474807739,997.280463648939
1131,0,9,2017,97198.9005203247,1251.69571653181
1132,0,9,2017,74654.6367874146,1260.69972326749
1133,0,9,2017,62447.0890808105,1238.12658063244
1134,0,9,2017,173961.522766113,1674.09041340471
1135,0,9,2017,198580.255149841,1893.69244703874
1136,0,9,2017,246411.810539246,2017.39597744964
1137,0,9,2014,99527.4962158203,1404.89997118952
1138,0,9,2014,13839.0453948975,471.153191859976
1139,0,9,2014,95613.0483703613,1343.1734003058
1140,0,9,2014,110921.644546509,1564.65469404646
1141,0,9,2014,108762.416122437,1716.41742557113
1142,0,6,2017,158335.799461365,1862.99957420568
1143,0,5,2016,86663.0989685059,1314.47415622938
1144,0,5,2016,48079.1479949951,896.827561158276
1145,0,5,2016,39686.7472457886,898.229769151999
1146,0,5,2016,89416.3271102905,1286.5438308141
1147,0,4,2018,8436.78346252441,483.045464634185
1148,0,4,2017,5450.71941375732,343.768470993656
1149,0,4,2018,69368.4769287109,1134.84444946781
1150,0,4,2017,72243.7733306885,1534.56123342005
1151,0,9,2019,171683.272071838,1793.72635375798
1152,0,9,2019,93436.5205688477,1584.54971491798
1153,0,9,2019,72462.4327468872,1401.45928718088
1154,0,9,2014,128952.598419189,2394.83241617087
1155,0,10,2021,64378.7862548828,1078.28802747126
1156,0,10,2021,19755.7397155762,592.848732538376
1157,0,10,2021,31483.7567977905,855.885939383066
1158,0,10,2021,12626.8800201416,642.945260736984
1159,0,4,2017,13385.6673583984,459.739140948824
1160,0,4,2017,14613.0752868652,496.28448299383
1161,0,4,2017,19958.3392028809,572.452057422441
1162,0,4,2017,17081.2098388672,555.72623068824
1163,0,4,2017,8489.29235839844,455.360114536369
1164,0,4,2017,10631.5707244873,444.015849085479
1165,0,4,2017,201356.986572266,1706.61477095232
1166,0,8,2013,34158.1691436768,1125.37041774822
1167,0,4,2019,28736.3859100342,748.541711293187
1168,0,8,2013,57458.597946167,966.697393650338
1169,0,10,2022,211491.250137329,2352.45743369607
1170,0,8,2016,136987.08102417,2210.91270959558
1171,0,5,2016,165678.334793091,2265.88541266523
1172,0,4,2013,126344.79058075,1558.15098951534
1173,0,4,2017,118755.628036499,1999.19113073983
1174,0,9,2014,50130.2866973877,902.775436845047
1175,0,9,2014,31715.7988128662,819.921880552112
1176,0,10,2016,108747.45111084,1478.93616173726
1177,0,10,2016,135938.899795532,1866.80977451811
1178,0,7,2014,107476.278091431,1546.45550397674
1179,0,7,2014,16771.9189758301,634.315287917639
1180,0,7,2014,31947.10546875,903.360831734379
1181,0,7,2014,101541.044815063,1906.90755996745
1182,0,7,2014,107248.841140747,2014.82128356937
1183,0,4,2017,226985.822906494,2009.14537305287
1184,0,9,2019,38064.1570281982,1027.97510407783
1185,0,9,2019,673618.514816284,5501.51549655149
1186,0,9,2019,55203.566116333,1037.88118347536
1187,0,7,2023,335469.838027954,4156.98961188988
1188,0,6,2020,141201.236709595,1532.63312908232
1189,0,8,2016,104920.22895813,1312.42390973859
1190,0,9,2014,101038.460098267,1383.28660681484
1191,0,10,2021,95121.1974945068,1368.74638605838
1192,0,4,2017,166062.124267578,1687.68190000305
1193,0,2,2021,108098.882202148,1608.31140563999
1194,0,6,2014,43228.5597686768,832.748972600298
1195,0,6,2014,24656.8002471924,690.920305696777
1196,0,8,2016,76802.809173584,1411.19600771484
1197,0,5,2016,149859.523422241,1723.25671133202
1198,0,2,2018,180141.314056396,1874.89544779966
1199,0,9,2023,167438.635192871,1816.22048956026
1200,0,9,2023,113229.957000732,2074.22329456461
1201,0,9,2016,89433.018371582,1293.85111415375
1202,0,10,2021,56553.475769043,929.118995418209
1203,0,10,2021,14756.5691986084,539.857608198586
1204,0,10,2021,11972.0345840454,497.050440351419
1205,0,10,2021,80515.0966644287,1577.7103122735
1206,0,9,2017,56459.6005554199,985.676863725019
1207,0,9,2017,60695.0512619019,1290.69276378831
1208,0,9,2017,55023.765007019,982.61470000799
1209,0,6,2022,170863.095787048,2076.80098708713
1210,0,8,2016,46115.6672363281,859.297675302284
1211,0,6,2017,165929.079246521,2254.75693939807
1212,0,5,2016,52423.7951965332,1041.52929114844
1213,0,5,2016,148416.189109802,2031.57959912071
1214,0,4,2017,49645.5823516846,915.498603152298
1215,0,10,2018,143703.122062683,1533.69183301997
1216,0,10,2016,97861.0823440552,1319.27172993776
1217,0,8,2012,83545.5091552734,1282.18543320321
1218,0,8,2016,98476.0568008423,1463.27280155172
1219,0,10,2021,309130.387901306,4018.91762384119
1220,0,3,2011,35947.8222351074,945.80006097558
1221,0,3,2011,54262.4324645996,1114.67180518544
1222,0,3,2011,39976.9244842529,870.301768917123
1223,0,9,2019,34138.8476715088,773.276264761391
1224,0,9,2019,35147.2263565063,757.149535050346
1225,0,9,2014,71164.4220962524,1068.4152037667
1226,0,9,2017,323935.733123779,2550.5285666696
